AUG5HIST00005.spu,AUG5HIST00004.spu,
Wavelength,AUG5HIST00006.spu,AUG5HIST00007.spu,AUG5HIST00008.spu,AUG5HIST00009.spu,AUG5HIST00010.spu,AUG5HIST00011.spu,AUG5HIST00012.spu,AUG5HIST00013.spu,AUG5HIST00014.spu,AUG5HIST00015.spu,AUG5HIST00016.spu,AUG5HIST00017.spu,AUG5HIST00018.spu,AUG5HIST00019.spu,AUG5HIST00020.spu,AUG5HIST00021.spu,AUG5HIST00022.spu,AUG5HIST00023.spu,AUG5HIST00024.spu,AUG5HIST00025.spu,AUG5HIST00026.spu,AUG5HIST00027.spu,AUG5HIST00028.spu,AUG5HIST00029.spu,AUG5HIST00030.spu,AUG5HIST00031.spu,AUG5HIST00032.spu,AUG5HIST00033.spu,AUG5HIST00034.spu,AUG5HIST00035.spu,AUG5HIST00036.spu,AUG5HIST00037.spu,AUG5HIST00038.spu,AUG5HIST00039.spu,AUG5HIST00040.spu,AUG5HIST00041.spu,AUG5HIST00042.spu,AUG5HIST00043.spu,AUG5HIST00044.spu,AUG5HIST00045.spu,AUG5HIST00046.spu,AUG5HIST00047.spu,AUG5HIST00048.spu,AUG5HIST00049.spu,AUG5HIST00050.spu,AUG5HIST00051.spu,AUG5HIST00052.spu,AUG5HIST00053.spu,AUG5HIST00054.spu,AUG5HIST00055.spu,AUG5HIST00056.spu,AUG5HIST00057.spu,AUG5HIST00058.spu,AUG5HIST00059.spu,AUG5HIST00060.spu,AUG5HIST00061.spu,AUG5HIST00062.spu,AUG5HIST00063.spu,AUG5HIST00064.spu,AUG5HIST00065.spu,AUG5HIST00066.spu,AUG5HIST00067.spu,AUG5HIST00068.spu,AUG5HIST00069.spu,AUG5HIST00070.spu,AUG5HIST00071.spu,AUG5HIST00072.spu,AUG5HIST00073.spu,AUG5HIST00074.spu,AUG5HIST00075.spu,AUG5HIST00076.spu,AUG5HIST00077.spu,AUG5HIST00078.spu,AUG5HIST00079.spu,AUG5HIST00080.spu,AUG5HIST00081.spu,AUG5HIST00082.spu,AUG5HIST00083.spu,AUG5HIST00084.spu,AUG5HIST00085.spu
 500 , 0.039634 , 0.032068 , 0.035866 , 0.043877 , 0.033912 , 0.0379 , 0.026756 , 0.042158 , 0.036731 , 0.035097 , 0.033223 , 0.055731 , 0.029795 , 0.052828 , 0.0586 , 0.023933 , 0.031144 , 0.034432 , 0.030359 , 0.03856 , 0.033298 , 0.038325 , 0.034332 , 0.040124 , 0.032248 , 0.034457 , 0.024852 , 0.035127 , 0.025807 , 0.027181 , 0.035047 , 0.030349 , 0.034062 , 0.03771 , 0.028395 , 0.037191 , 0.035427 , 0.036341 , 0.03774 , 0.029595 , 0.053212 , 0.031239 , 0.049364 , 0.04715 , 0.040619 , 0.043098 , 0.02842 , 0.028465 , 0.049129 , 0.027816 , 0.032628 , 0.047111 , 0.031394 , 0.030659 , 0.027656 , 0.024632 , 0.042978 , 0.02914 , 0.02882 , 0.034717 , 0.031344 , 0.020095 , 0.044287 , 0.030074 , 0.03789 , 0.024612 , 0.024282 , 0.027746 , 0.023928 , 0.022748 , 0.039909 , 0.025537 , 0.043347 , 0.03893 , 0.026461 , 0.033143 , 0.04878 , 0.052648 , 0.040769 , 0.020519 
 501 , 0.040295 , 0.032723 , 0.036444 , 0.044498 , 0.034435 , 0.038513 , 0.027285 , 0.042665 , 0.037212 , 0.035676 , 0.033743 , 0.056238 , 0.030183 , 0.053396 , 0.059311 , 0.024348 , 0.031528 , 0.034887 , 0.030835 , 0.039015 , 0.033803 , 0.038899 , 0.034852 , 0.040627 , 0.032799 , 0.034993 , 0.025317 , 0.035666 , 0.026246 , 0.027597 , 0.035666 , 0.03083 , 0.034375 , 0.038161 , 0.028807 , 0.037629 , 0.035957 , 0.036976 , 0.038076 , 0.030087 , 0.053933 , 0.031709 , 0.050001 , 0.047792 , 0.041149 , 0.043644 , 0.028877 , 0.028882 , 0.049785 , 0.028199 , 0.033135 , 0.047596 , 0.031835 , 0.031106 , 0.028114 , 0.025001 , 0.043484 , 0.02954 , 0.029264 , 0.035128 , 0.031835 , 0.020471 , 0.04488 , 0.030529 , 0.038513 , 0.02496 , 0.024614 , 0.028174 , 0.024242 , 0.023158 , 0.040335 , 0.025814 , 0.04384 , 0.039386 , 0.026828 , 0.033486 , 0.049168 , 0.05322 , 0.041204 , 0.020738 
 502 , 0.040956 , 0.033379 , 0.037026 , 0.045119 , 0.034963 , 0.039125 , 0.027814 , 0.043171 , 0.037697 , 0.036254 , 0.034267 , 0.056748 , 0.030563 , 0.053963 , 0.060022 , 0.024767 , 0.03191 , 0.035341 , 0.031315 , 0.039473 , 0.034307 , 0.039478 , 0.035366 , 0.041128 , 0.033353 , 0.035533 , 0.025781 , 0.036204 , 0.026684 , 0.028016 , 0.03628 , 0.03131 , 0.034685 , 0.03861 , 0.029216 , 0.038071 , 0.036491 , 0.037611 , 0.038414 , 0.030573 , 0.054654 , 0.032178 , 0.050638 , 0.048433 , 0.041678 , 0.04419 , 0.029337 , 0.029292 , 0.050441 , 0.028581 , 0.033641 , 0.04808 , 0.032274 , 0.031557 , 0.028571 , 0.025372 , 0.043994 , 0.029938 , 0.029701 , 0.035543 , 0.032324 , 0.020846 , 0.045467 , 0.030987 , 0.039135 , 0.025306 , 0.024943 , 0.028606 , 0.02456 , 0.023566 , 0.04076 , 0.026088 , 0.044332 , 0.039846 , 0.027188 , 0.033823 , 0.049553 , 0.053796 , 0.041642 , 0.020963 
 503 , 0.041617 , 0.034028 , 0.037602 , 0.045738 , 0.035488 , 0.039736 , 0.028341 , 0.04368 , 0.038185 , 0.036832 , 0.034789 , 0.057255 , 0.030952 , 0.054533 , 0.060732 , 0.025183 , 0.032295 , 0.035798 , 0.031793 , 0.039929 , 0.034809 , 0.040056 , 0.035884 , 0.041632 , 0.033907 , 0.036071 , 0.026247 , 0.036745 , 0.027119 , 0.028432 , 0.036898 , 0.031793 , 0.034997 , 0.039057 , 0.029623 , 0.038509 , 0.037019 , 0.038246 , 0.038753 , 0.031063 , 0.055374 , 0.03265 , 0.051278 , 0.049073 , 0.04221 , 0.044739 , 0.029796 , 0.02971 , 0.051101 , 0.028964 , 0.034145 , 0.048566 , 0.032716 , 0.032006 , 0.02903 , 0.025746 , 0.044496 , 0.030338 , 0.030141 , 0.03596 , 0.032817 , 0.021224 , 0.046052 , 0.031438 , 0.039756 , 0.025649 , 0.025274 , 0.029035 , 0.024874 , 0.023977 , 0.041181 , 0.026369 , 0.044826 , 0.040309 , 0.027555 , 0.034165 , 0.04994 , 0.054371 , 0.042078 , 0.021184 
 504 , 0.042581 , 0.03483 , 0.038435 , 0.046492 , 0.036197 , 0.04049 , 0.029043 , 0.044427 , 0.038925 , 0.037569 , 0.035376 , 0.058081 , 0.031373 , 0.055231 , 0.061635 , 0.025678 , 0.032888 , 0.036401 , 0.032419 , 0.040562 , 0.035519 , 0.040796 , 0.036533 , 0.042346 , 0.034683 , 0.036814 , 0.026795 , 0.037426 , 0.027672 , 0.028982 , 0.037676 , 0.032444 , 0.035432 , 0.039628 , 0.030139 , 0.039098 , 0.037762 , 0.039047 , 0.039221 , 0.031664 , 0.056307 , 0.03325 , 0.052131 , 0.049842 , 0.042907 , 0.045467 , 0.030349 , 0.030252 , 0.052009 , 0.029441 , 0.034749 , 0.049204 , 0.033306 , 0.032556 , 0.029614 , 0.02629 , 0.045247 , 0.030899 , 0.030807 , 0.036482 , 0.033444 , 0.02164 , 0.046782 , 0.032067 , 0.040521 , 0.026096 , 0.025714 , 0.029609 , 0.025311 , 0.024521 , 0.041729 , 0.026728 , 0.045451 , 0.04097 , 0.028049 , 0.034657 , 0.050494 , 0.055048 , 0.042586 , 0.021461 
 505 , 0.04359 , 0.035655 , 0.039299 , 0.047265 , 0.036933 , 0.04126 , 0.029773 , 0.045212 , 0.039699 , 0.038324 , 0.035978 , 0.058951 , 0.031801 , 0.055949 , 0.062559 , 0.026181 , 0.03351 , 0.03702 , 0.033073 , 0.041224 , 0.036261 , 0.041557 , 0.037205 , 0.043092 , 0.035491 , 0.03758 , 0.027351 , 0.038119 , 0.028244 , 0.029553 , 0.038478 , 0.033114 , 0.035886 , 0.040218 , 0.030666 , 0.039704 , 0.038539 , 0.039869 , 0.039704 , 0.032278 , 0.057273 , 0.033864 , 0.053013 , 0.050626 , 0.043626 , 0.046223 , 0.030918 , 0.030815 , 0.052951 , 0.029927 , 0.035368 , 0.049867 , 0.03392 , 0.03313 , 0.03022 , 0.026863 , 0.046038 , 0.031487 , 0.031508 , 0.037015 , 0.03409 , 0.022064 , 0.047531 , 0.032724 , 0.041311 , 0.026555 , 0.02617 , 0.030199 , 0.025765 , 0.025087 , 0.042301 , 0.027099 , 0.046099 , 0.041655 , 0.028562 , 0.035178 , 0.051068 , 0.055738 , 0.043107 , 0.021751 
 506 , 0.044603 , 0.036477 , 0.040165 , 0.048033 , 0.037665 , 0.042035 , 0.0305 , 0.045998 , 0.040475 , 0.039075 , 0.036585 , 0.059817 , 0.032225 , 0.05666 , 0.063485 , 0.026682 , 0.034132 , 0.037644 , 0.033729 , 0.041886 , 0.036999 , 0.04232 , 0.037872 , 0.043833 , 0.036296 , 0.038352 , 0.027907 , 0.038817 , 0.028811 , 0.030123 , 0.039277 , 0.033785 , 0.036343 , 0.040811 , 0.031192 , 0.04031 , 0.039313 , 0.040698 , 0.040186 , 0.032892 , 0.058236 , 0.034483 , 0.053897 , 0.051407 , 0.044345 , 0.046974 , 0.031492 , 0.031378 , 0.053897 , 0.030412 , 0.035986 , 0.050523 , 0.034529 , 0.033698 , 0.030825 , 0.027436 , 0.046824 , 0.03207 , 0.032205 , 0.037551 , 0.034736 , 0.022487 , 0.048276 , 0.033377 , 0.042097 , 0.027013 , 0.026625 , 0.030789 , 0.026217 , 0.025649 , 0.042867 , 0.027473 , 0.046742 , 0.042345 , 0.029074 , 0.035692 , 0.051644 , 0.056428 , 0.043632 , 0.022038 
 507 , 0.045592 , 0.037321 , 0.041001 , 0.048851 , 0.038438 , 0.042836 , 0.031275 , 0.046735 , 0.041256 , 0.039889 , 0.037243 , 0.060595 , 0.032632 , 0.057429 , 0.0644 , 0.027147 , 0.034779 , 0.038256 , 0.034399 , 0.042509 , 0.037752 , 0.043055 , 0.038527 , 0.044536 , 0.037108 , 0.039088 , 0.028494 , 0.039504 , 0.029382 , 0.030698 , 0.040128 , 0.034467 , 0.036723 , 0.041396 , 0.031722 , 0.040903 , 0.040066 , 0.041537 , 0.040622 , 0.0335 , 0.059186 , 0.035085 , 0.054736 , 0.052178 , 0.045025 , 0.047723 , 0.032075 , 0.031956 , 0.054798 , 0.03088 , 0.036603 , 0.051159 , 0.035153 , 0.034269 , 0.031467 , 0.028036 , 0.047604 , 0.032673 , 0.032881 , 0.038043 , 0.035376 , 0.022926 , 0.049028 , 0.034025 , 0.042888 , 0.027469 , 0.027054 , 0.031348 , 0.026695 , 0.026227 , 0.043403 , 0.027833 , 0.047375 , 0.04305 , 0.029601 , 0.036177 , 0.052168 , 0.057091 , 0.044105 , 0.022328 
 508 , 0.046565 , 0.038184 , 0.041807 , 0.049717 , 0.039251 , 0.043663 , 0.032089 , 0.047417 , 0.042043 , 0.040746 , 0.037954 , 0.061292 , 0.033025 , 0.058249 , 0.065317 , 0.027572 , 0.035445 , 0.038864 , 0.035084 , 0.043099 , 0.038519 , 0.043778 , 0.039162 , 0.045206 , 0.037918 , 0.039805 , 0.029104 , 0.040192 , 0.029956 , 0.031278 , 0.041018 , 0.035152 , 0.03704 , 0.04198 , 0.032251 , 0.041483 , 0.040798 , 0.042382 , 0.041013 , 0.034107 , 0.060126 , 0.035675 , 0.055525 , 0.052938 , 0.045666 , 0.048462 , 0.032685 , 0.032549 , 0.055661 , 0.031331 , 0.037223 , 0.051767 , 0.03578 , 0.034833 , 0.032136 , 0.028664 , 0.048368 , 0.033286 , 0.033537 , 0.038488 , 0.03601 , 0.023379 , 0.04978 , 0.034661 , 0.043689 , 0.027917 , 0.027452 , 0.031885 , 0.02719 , 0.026809 , 0.043909 , 0.028178 , 0.047987 , 0.043768 , 0.030134 , 0.036632 , 0.05265 , 0.057726 , 0.044547 , 0.022626 
 509 , 0.04753 , 0.039045 , 0.042615 , 0.05058 , 0.04006 , 0.044492 , 0.032905 , 0.048103 , 0.042836 , 0.041611 , 0.038667 , 0.061988 , 0.033415 , 0.05907 , 0.06623 , 0.028 , 0.036112 , 0.039471 , 0.03577 , 0.043693 , 0.039287 , 0.044497 , 0.039802 , 0.045874 , 0.03873 , 0.040517 , 0.029719 , 0.04088 , 0.030529 , 0.031864 , 0.041905 , 0.035844 , 0.037358 , 0.042557 , 0.032779 , 0.042068 , 0.041532 , 0.043235 , 0.041406 , 0.034713 , 0.061062 , 0.036264 , 0.05632 , 0.053697 , 0.046305 , 0.049202 , 0.033289 , 0.033147 , 0.056526 , 0.031785 , 0.037841 , 0.052378 , 0.036406 , 0.035402 , 0.032805 , 0.029298 , 0.049139 , 0.033904 , 0.034193 , 0.03893 , 0.036643 , 0.023836 , 0.050532 , 0.035297 , 0.044487 , 0.028368 , 0.027853 , 0.032426 , 0.027684 , 0.027395 , 0.044413 , 0.028526 , 0.048603 , 0.044487 , 0.030671 , 0.03709 , 0.053135 , 0.05836 , 0.044986 , 0.022921 
 510 , 0.048481 , 0.039933 , 0.043417 , 0.051421 , 0.040874 , 0.04531 , 0.033722 , 0.048788 , 0.043618 , 0.04246 , 0.039368 , 0.062659 , 0.033801 , 0.059852 , 0.067116 , 0.028435 , 0.036751 , 0.040065 , 0.036455 , 0.044268 , 0.040055 , 0.045209 , 0.040446 , 0.046536 , 0.039553 , 0.041228 , 0.030344 , 0.041556 , 0.03111 , 0.032442 , 0.042799 , 0.036534 , 0.037665 , 0.043116 , 0.033304 , 0.042645 , 0.042259 , 0.044094 , 0.041784 , 0.035324 , 0.061977 , 0.036851 , 0.057098 , 0.05445 , 0.046938 , 0.049919 , 0.033896 , 0.033738 , 0.057368 , 0.032236 , 0.038464 , 0.052959 , 0.037031 , 0.035974 , 0.033484 , 0.029931 , 0.049893 , 0.034515 , 0.034864 , 0.039373 , 0.037269 , 0.024296 , 0.051257 , 0.035926 , 0.045288 , 0.028821 , 0.028266 , 0.032961 , 0.028176 , 0.027991 , 0.044902 , 0.028858 , 0.0492 , 0.045199 , 0.031205 , 0.037528 , 0.053588 , 0.05897 , 0.04541 , 0.023207 
 511 , 0.049349 , 0.040939 , 0.044204 , 0.052154 , 0.041701 , 0.046062 , 0.03454 , 0.04947 , 0.044389 , 0.043236 , 0.040018 , 0.06321 , 0.034127 , 0.060463 , 0.067831 , 0.028951 , 0.03725 , 0.040621 , 0.037154 , 0.044749 , 0.040822 , 0.045882 , 0.041119 , 0.047147 , 0.040446 , 0.041923 , 0.030999 , 0.042151 , 0.031687 , 0.033021 , 0.043691 , 0.037239 , 0.037922 , 0.043527 , 0.033825 , 0.043204 , 0.042955 , 0.045003 , 0.042087 , 0.035942 , 0.062787 , 0.037435 , 0.057806 , 0.055186 , 0.047491 , 0.050518 , 0.034529 , 0.034323 , 0.058124 , 0.032645 , 0.039076 , 0.053397 , 0.037652 , 0.036562 , 0.034185 , 0.030591 , 0.050582 , 0.035122 , 0.035625 , 0.039769 , 0.037869 , 0.024785 , 0.051863 , 0.036525 , 0.046099 , 0.029295 , 0.028728 , 0.033492 , 0.02867 , 0.028644 , 0.0453 , 0.02912 , 0.049709 , 0.045882 , 0.031766 , 0.037911 , 0.053853 , 0.059436 , 0.045787 , 0.023446 
 512 , 0.050213 , 0.041945 , 0.04499 , 0.052883 , 0.042527 , 0.046813 , 0.035361 , 0.05015 , 0.04516 , 0.044016 , 0.040663 , 0.063757 , 0.034461 , 0.061071 , 0.06855 , 0.029466 , 0.037745 , 0.041177 , 0.03785 , 0.045234 , 0.04159 , 0.046548 , 0.041786 , 0.047761 , 0.041336 , 0.042612 , 0.031653 , 0.04275 , 0.032268 , 0.033592 , 0.044583 , 0.037946 , 0.038174 , 0.043942 , 0.034349 , 0.043767 , 0.04365 , 0.045917 , 0.042384 , 0.036563 , 0.063593 , 0.03802 , 0.058508 , 0.055928 , 0.048047 , 0.051119 , 0.035165 , 0.034911 , 0.058884 , 0.033052 , 0.039688 , 0.053831 , 0.038274 , 0.037151 , 0.03489 , 0.031256 , 0.051272 , 0.035732 , 0.036389 , 0.040165 , 0.038465 , 0.025276 , 0.052464 , 0.037125 , 0.046908 , 0.029773 , 0.029185 , 0.034021 , 0.029159 , 0.029296 , 0.045706 , 0.029381 , 0.050218 , 0.046569 , 0.032326 , 0.038295 , 0.054122 , 0.059901 , 0.046161 , 0.023687 
 513 , 0.051079 , 0.042953 , 0.045778 , 0.053618 , 0.043356 , 0.047564 , 0.036178 , 0.050835 , 0.045932 , 0.044797 , 0.041315 , 0.064304 , 0.034789 , 0.061681 , 0.069266 , 0.029982 , 0.038246 , 0.041728 , 0.038548 , 0.04572 , 0.042359 , 0.04722 , 0.042454 , 0.04837 , 0.042232 , 0.043308 , 0.032309 , 0.04335 , 0.032849 , 0.034169 , 0.045471 , 0.038648 , 0.038431 , 0.044357 , 0.034869 , 0.044326 , 0.044341 , 0.046828 , 0.042688 , 0.037185 , 0.0644 , 0.038606 , 0.059216 , 0.056666 , 0.048603 , 0.05172 , 0.035797 , 0.035494 , 0.05964 , 0.033459 , 0.040302 , 0.05427 , 0.038892 , 0.037742 , 0.035595 , 0.031916 , 0.051959 , 0.036337 , 0.037154 , 0.040557 , 0.039067 , 0.025767 , 0.053067 , 0.037721 , 0.047723 , 0.030247 , 0.029648 , 0.034556 , 0.029653 , 0.02995 , 0.046107 , 0.029642 , 0.050724 , 0.047252 , 0.032881 , 0.03868 , 0.054387 , 0.060361 , 0.046531 , 0.023928 
 514 , 0.052154 , 0.04401 , 0.046731 , 0.054403 , 0.044317 , 0.04836 , 0.03708 , 0.05148 , 0.046763 , 0.045739 , 0.042046 , 0.064818 , 0.035059 , 0.06234 , 0.070023 , 0.030502 , 0.038837 , 0.042243 , 0.039319 , 0.046291 , 0.043208 , 0.047962 , 0.043092 , 0.049013 , 0.043177 , 0.044078 , 0.033006 , 0.043978 , 0.03342 , 0.034757 , 0.046455 , 0.039468 , 0.038651 , 0.044774 , 0.035457 , 0.044911 , 0.045108 , 0.047739 , 0.042943 , 0.037813 , 0.065285 , 0.039203 , 0.059931 , 0.057379 , 0.049172 , 0.052371 , 0.036518 , 0.036115 , 0.060425 , 0.033908 , 0.040938 , 0.054721 , 0.039574 , 0.038317 , 0.036423 , 0.032746 , 0.052801 , 0.037022 , 0.037951 , 0.040943 , 0.039739 , 0.026268 , 0.053735 , 0.03838 , 0.048631 , 0.03073 , 0.030104 , 0.035149 , 0.030167 , 0.03073 , 0.046514 , 0.029929 , 0.051273 , 0.048047 , 0.033547 , 0.039054 , 0.054621 , 0.060802 , 0.046864 , 0.02414 
 515 , 0.053279 , 0.04508 , 0.047724 , 0.055207 , 0.045308 , 0.049158 , 0.038001 , 0.052121 , 0.047613 , 0.046715 , 0.042796 , 0.065323 , 0.035309 , 0.063013 , 0.070787 , 0.031023 , 0.039445 , 0.042748 , 0.040104 , 0.046875 , 0.044071 , 0.048723 , 0.043726 , 0.049663 , 0.044129 , 0.044873 , 0.033705 , 0.044607 , 0.033992 , 0.035351 , 0.047464 , 0.040316 , 0.038861 , 0.045197 , 0.036057 , 0.045505 , 0.045897 , 0.048654 , 0.043195 , 0.038436 , 0.066194 , 0.039796 , 0.06065 , 0.058085 , 0.049742 , 0.05304 , 0.037263 , 0.036742 , 0.061218 , 0.034369 , 0.041575 , 0.055175 , 0.040263 , 0.038893 , 0.037279 , 0.033609 , 0.053682 , 0.037725 , 0.038755 , 0.041331 , 0.040422 , 0.026764 , 0.054415 , 0.039058 , 0.049562 , 0.031214 , 0.030551 , 0.035755 , 0.030694 , 0.031533 , 0.046928 , 0.030211 , 0.05184 , 0.048866 , 0.034236 , 0.039419 , 0.054851 , 0.061234 , 0.047188 , 0.024343 
 516 , 0.054401 , 0.046146 , 0.048713 , 0.056006 , 0.046295 , 0.049957 , 0.038923 , 0.052764 , 0.048464 , 0.047693 , 0.043552 , 0.065823 , 0.035564 , 0.063686 , 0.071553 , 0.03154 , 0.04006 , 0.043255 , 0.04089 , 0.047464 , 0.044934 , 0.049484 , 0.04436 , 0.050313 , 0.045089 , 0.045663 , 0.03441 , 0.045237 , 0.034565 , 0.035941 , 0.048469 , 0.041161 , 0.039072 , 0.045615 , 0.036664 , 0.046104 , 0.046683 , 0.049564 , 0.043446 , 0.039066 , 0.067099 , 0.040395 , 0.061369 , 0.058791 , 0.050313 , 0.05371 , 0.038009 , 0.037371 , 0.062007 , 0.03483 , 0.042208 , 0.055623 , 0.040959 , 0.039465 , 0.038131 , 0.034474 , 0.05456 , 0.038429 , 0.039561 , 0.041719 , 0.041113 , 0.027261 , 0.055097 , 0.039731 , 0.050489 , 0.0317 , 0.031003 , 0.036361 , 0.031221 , 0.032332 , 0.047337 , 0.030498 , 0.052402 , 0.049691 , 0.034926 , 0.039784 , 0.055081 , 0.061661 , 0.047507 , 0.024551 
 517 , 0.055702 , 0.0474 , 0.049807 , 0.056985 , 0.04741 , 0.050936 , 0.040035 , 0.053556 , 0.049471 , 0.048832 , 0.044412 , 0.066496 , 0.035967 , 0.064526 , 0.072471 , 0.032186 , 0.040775 , 0.043933 , 0.041808 , 0.048183 , 0.045973 , 0.050366 , 0.045137 , 0.051101 , 0.046191 , 0.046564 , 0.035242 , 0.045989 , 0.035226 , 0.036643 , 0.049663 , 0.042128 , 0.039375 , 0.046159 , 0.03734 , 0.046846 , 0.047634 , 0.05067 , 0.043789 , 0.039806 , 0.068195 , 0.041079 , 0.062247 , 0.059674 , 0.051032 , 0.05452 , 0.038879 , 0.038118 , 0.062987 , 0.035359 , 0.043012 , 0.056224 , 0.041739 , 0.040158 , 0.03913 , 0.035487 , 0.055617 , 0.039263 , 0.040536 , 0.042213 , 0.04191 , 0.027856 , 0.055931 , 0.040509 , 0.051591 , 0.032308 , 0.031557 , 0.037053 , 0.031903 , 0.033256 , 0.047879 , 0.030844 , 0.053108 , 0.050685 , 0.035711 , 0.04028 , 0.055446 , 0.062247 , 0.047932 , 0.024826 
 518 , 0.057215 , 0.048883 , 0.051016 , 0.05819 , 0.048679 , 0.052136 , 0.041371 , 0.054541 , 0.050662 , 0.050174 , 0.045406 , 0.067358 , 0.036559 , 0.065569 , 0.07359 , 0.03298 , 0.041628 , 0.044822 , 0.042887 , 0.049055 , 0.047238 , 0.05138 , 0.046097 , 0.052066 , 0.047469 , 0.047608 , 0.036243 , 0.046884 , 0.036002 , 0.037475 , 0.051091 , 0.043257 , 0.03979 , 0.046858 , 0.038108 , 0.047774 , 0.048771 , 0.052002 , 0.044248 , 0.04069 , 0.069512 , 0.041875 , 0.063318 , 0.060768 , 0.051932 , 0.055517 , 0.039892 , 0.039003 , 0.064197 , 0.035975 , 0.044018 , 0.057006 , 0.04263 , 0.040996 , 0.040288 , 0.036672 , 0.056894 , 0.040256 , 0.041719 , 0.042839 , 0.042828 , 0.028581 , 0.056942 , 0.041419 , 0.052891 , 0.033071 , 0.032246 , 0.037856 , 0.032771 , 0.034325 , 0.048572 , 0.031271 , 0.053984 , 0.051905 , 0.036618 , 0.040942 , 0.055983 , 0.063029 , 0.048492 , 0.025194 
 519 , 0.058732 , 0.050359 , 0.052225 , 0.05939 , 0.049955 , 0.053335 , 0.042704 , 0.055524 , 0.051853 , 0.051513 , 0.046397 , 0.068226 , 0.037151 , 0.066614 , 0.074706 , 0.033771 , 0.042477 , 0.045712 , 0.043971 , 0.049934 , 0.048499 , 0.052397 , 0.047055 , 0.053028 , 0.048753 , 0.04865 , 0.037243 , 0.047782 , 0.036779 , 0.03831 , 0.052516 , 0.044381 , 0.040208 , 0.047551 , 0.038871 , 0.048704 , 0.049912 , 0.053341 , 0.044709 , 0.041572 , 0.070825 , 0.042672 , 0.064393 , 0.061859 , 0.052834 , 0.056516 , 0.040909 , 0.03989 , 0.065401 , 0.03659 , 0.045028 , 0.057783 , 0.043523 , 0.041836 , 0.041453 , 0.037863 , 0.058171 , 0.041248 , 0.042903 , 0.043464 , 0.04375 , 0.029307 , 0.05795 , 0.042332 , 0.054198 , 0.03383 , 0.03293 , 0.038655 , 0.033641 , 0.035399 , 0.049265 , 0.031695 , 0.054861 , 0.05312 , 0.037528 , 0.041604 , 0.056516 , 0.063816 , 0.049055 , 0.025565 
 520 , 0.06029 , 0.051877 , 0.053483 , 0.060627 , 0.051265 , 0.054568 , 0.044077 , 0.056548 , 0.053087 , 0.052886 , 0.047424 , 0.069137 , 0.037764 , 0.067695 , 0.075869 , 0.034585 , 0.043361 , 0.046627 , 0.045097 , 0.050841 , 0.0498 , 0.05345 , 0.048043 , 0.054025 , 0.050077 , 0.049735 , 0.038263 , 0.048721 , 0.037574 , 0.039174 , 0.053977 , 0.045542 , 0.040649 , 0.048281 , 0.039678 , 0.049659 , 0.051086 , 0.054709 , 0.045195 , 0.042488 , 0.072191 , 0.043508 , 0.065509 , 0.062992 , 0.053765 , 0.057546 , 0.041962 , 0.040812 , 0.066664 , 0.037232 , 0.046057 , 0.058587 , 0.044446 , 0.04271 , 0.042651 , 0.039087 , 0.059493 , 0.042271 , 0.044121 , 0.044115 , 0.044707 , 0.030056 , 0.058999 , 0.043275 , 0.055544 , 0.034623 , 0.033641 , 0.039488 , 0.034536 , 0.036505 , 0.049984 , 0.032144 , 0.055772 , 0.054378 , 0.038469 , 0.042287 , 0.057079 , 0.064635 , 0.049643 , 0.02595 
 521 , 0.062252 , 0.053754 , 0.055183 , 0.062159 , 0.052938 , 0.056065 , 0.045798 , 0.057992 , 0.054723 , 0.054564 , 0.04876 , 0.070455 , 0.038559 , 0.069135 , 0.077409 , 0.035608 , 0.044522 , 0.047758 , 0.046592 , 0.052024 , 0.051421 , 0.054866 , 0.049308 , 0.055347 , 0.051745 , 0.05117 , 0.039479 , 0.050047 , 0.038576 , 0.040279 , 0.055796 , 0.046992 , 0.041319 , 0.049291 , 0.040837 , 0.050879 , 0.052555 , 0.056393 , 0.045902 , 0.043723 , 0.073981 , 0.044697 , 0.066983 , 0.064519 , 0.054997 , 0.058879 , 0.043339 , 0.04202 , 0.068429 , 0.03811 , 0.047309 , 0.059602 , 0.045694 , 0.043887 , 0.044194 , 0.040607 , 0.061217 , 0.043569 , 0.045645 , 0.045031 , 0.045979 , 0.031041 , 0.060423 , 0.044506 , 0.057275 , 0.035646 , 0.034568 , 0.040574 , 0.03569 , 0.037957 , 0.050962 , 0.032777 , 0.056979 , 0.056037 , 0.039753 , 0.043186 , 0.057916 , 0.065757 , 0.050485 , 0.026475 
