  time  ,:22:36 A,:22:54 A,:23:04 A,:23:12 A,:23:22 A,:24:01 A,:24:13 A,:24:21 A,:24:29 A,:24:41 A,:25:14 A,:25:33 A,:25:43 A,:25:56 A,:26:08 A,:26:44 A,:26:57 A,:27:05 A,:27:15 A,:27:25 A,:27:48 A,:27:57 A,:28:06 A,:28:16 A,:28:25 A,:28:48 A,:28:58 A,:29:10 A,:29:19 A,:29:33 A,:30:02 A,:30:14 A,:30:22 A,:30:34 A,:30:46 A,:31:13 A,:31:28 A,:31:38 A,:31:47 A,:31:58 A,:32:57 A,:33:09 A,:33:21 A,:33:32 A,:33:43 A,:34:21 A,:34:31 A,:34:42 A,:34:55 A,:35:07 A,:35:42 A,:35:51 A,:36:04 A,:36:14 A,:36:23 A,:36:50 A,:37:01 A,:37:14 A,:37:25 A,:37:34 A,:38:00 A,:38:11 A,:38:28 A,:38:38 A,:38:49 A,:39:13 A,:39:25 A,:39:43 A,:39:54 A,:40:08 A,:40:39 A,:40:51 A,:41:01 A,:41:11 A,:41:21 A,:42:16 A,:42:27 A,:42:39 A,:42:52 A,:43:04 A,:45:00 A,:45:13 A,:45:25 A,:45:39 A,:45:57 A,:46:39 A,:46:52 A,:47:06 A,:47:17 A,:47:26 A,:47:55 A,:48:07 A,:48:19 A,:48:31 A,:48:40 A,:49:15 A,:49:26 A,:49:35 A,:49:47 A,:50:00 A,:50:28 A,:50:37 A,:50:47 A,:50:57 A,:51:09 A,:51:38 A,:51:50 A,:51:59 A,:52:09 A,:52:18 A,:52:45 A,:52:55 A,:53:05 A,:53:17 A,:53:28 A,:54:01 A,:54:12 A,:54:23 A,:54:31 A,:54:41 A,:00:16 P,:00:27 P,:00:37 P,:00:47 P,:00:57 P,:01:25 P,:01:37 P,:01:48 P,:01:59 P,:02:09 P,:02:38 P,:02:52 P,:03:01 P,:03:10 P,:03:20 P,:03:50 P,:04:02 P,:04:13 P,:04:24 P,:04:34 P,:05:04 P,:05:14 P,:05:23 P,:05:32 P,:05:40 P,:06:09 P,:06:28 P,:06:39 P,:06:50 P,:07:00 P,:07:31 P,:07:41 P,:07:52 P,:08:03 P,:08:13 P,:08:42 P,:08:53 P,:09:05 P,:09:17 P,:09:38 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 884 , 0.413698 , 0.519555 , 0.421115 , 0.339194 , 0.379395 , 0.4133 , 0.309044 , 0.435951 , 0.368936 , 0.425798 , 0.482875 , 0.47608 , 0.375048 , 0.565072 , 0.21646 , 0.312849 , 0.369681 , 0.338623 , 0.387884 , 0.43238 , 0.437073 , 0.400362 , 0.414799 , 0.458347 , 0.29028 , 0.384629 , 0.344847 , 0.455704 , 0.463367 , 0.359988 , 0.422891 , 0.31136 , 0.329113 , 0.397801 , 0.415646 , 0.458816 , 0.408525 , 0.329715 , 0.423574 , 0.491599 , 0.434349 , 0.384976 , 0.28374 , 0.488344 , 0.419197 , 0.407545 , 0.398046 , 0.350632 , 0.505934 , 0.329052 , 0.380262 , 0.392159 , 0.495986 , 0.485701 , 0.246192 , 0.387935 , 0.45803 , 0.456837 , 0.364375 , 0.425401 , 0.331031 , 0.38266 , 0.43743 , 0.299524 , 0.34954 , 0.207216 , 0.374089 , 0.418065 , 0.447409 , 0.303901 , 0.29478 , 0.398597 , 0.401219 , 0.448684 , 0.344275 , 0.464846 , 0.281383 , 0.266241 , 0.473692 , 0.426023 , 0.366834 , 0.435828 , 0.435563 , 0.414738 , 0.438053 , 0.385251 , 0.305187 , 0.380619 , 0.296637 , 0.285291 , 0.390128 , 0.407198 , 0.420962 , 0.246845 , 0.2722 , 0.408933 , 0.216521 , 0.283913 , 0.35858 , 0.402219 , 0.438348 , 0.351213 , 0.401576 , 0.41684 , 0.500271 , 0.342347 , 0.382139 , 0.277179 , 0.408647 , 0.283872 , 0.385731 , 0.365681 , 0.278455 , 0.293484 , 0.316655 , 0.448633 , 0.296392 , 0.255293 , 0.276332 , 0.297535 , 0.372691 , 0.424992 , 0.356692 , 0.32644 , 0.306585 , 0.392271 , 0.312931 , 0.357774 , 0.392006 , 0.383721 , 0.342 , 0.440562 , 0.434879 , 0.234275 , 0.389659 , 0.432869 , 0.340694 , 0.322134 , 0.352223 , 0.279516 , 0.373191 , 0.355264 , 0.324726 , 0.430706 , 0.342041 , 0.387139 , 0.345153 , 0.328001 , 0.382547 , 0.208063 , 0.4053 , 0.407168 , 0.344459 , 0.338878 , 0.384486 , 0.448735 , 0.328073 , 0.472784 , 0.339337 , 0.313819 
 885 , 0.413789 , 0.519856 , 0.421194 , 0.339435 , 0.379676 , 0.413697 , 0.309315 , 0.436402 , 0.36933 , 0.425974 , 0.483547 , 0.476428 , 0.37556 , 0.565541 , 0.216485 , 0.313053 , 0.369953 , 0.338863 , 0.388092 , 0.432704 , 0.437403 , 0.400695 , 0.415086 , 0.458606 , 0.290533 , 0.384762 , 0.345124 , 0.455889 , 0.46359 , 0.36023 , 0.423104 , 0.31146 , 0.329385 , 0.398091 , 0.416026 , 0.459096 , 0.408733 , 0.329916 , 0.423747 , 0.49182 , 0.434553 , 0.385324 , 0.283751 , 0.488736 , 0.419396 , 0.407875 , 0.398438 , 0.351048 , 0.506548 , 0.329344 , 0.380483 , 0.392504 , 0.496232 , 0.486009 , 0.246441 , 0.388286 , 0.458412 , 0.457278 , 0.364703 , 0.4258 , 0.331417 , 0.382914 , 0.437709 , 0.299694 , 0.349812 , 0.207456 , 0.374324 , 0.418109 , 0.447861 , 0.3043 , 0.29518 , 0.39901 , 0.401574 , 0.449015 , 0.344521 , 0.464969 , 0.281463 , 0.26647 , 0.473977 , 0.426382 , 0.36745 , 0.436095 , 0.435942 , 0.415066 , 0.438393 , 0.385569 , 0.305352 , 0.381014 , 0.296977 , 0.285538 , 0.390502 , 0.407416 , 0.421245 , 0.246993 , 0.272598 , 0.409387 , 0.216608 , 0.284098 , 0.358881 , 0.402636 , 0.438955 , 0.351466 , 0.401992 , 0.417384 , 0.500655 , 0.342816 , 0.38276 , 0.277511 , 0.409111 , 0.284139 , 0.386345 , 0.366153 , 0.278695 , 0.29374 , 0.316975 , 0.449363 , 0.296691 , 0.255592 , 0.276663 , 0.297886 , 0.37317 , 0.425514 , 0.357074 , 0.326801 , 0.306793 , 0.392657 , 0.313166 , 0.358187 , 0.392361 , 0.383976 , 0.342356 , 0.440998 , 0.435534 , 0.234379 , 0.390063 , 0.433368 , 0.341028 , 0.322501 , 0.352784 , 0.279809 , 0.373803 , 0.355572 , 0.325105 , 0.431417 , 0.342509 , 0.387591 , 0.345502 , 0.328272 , 0.382903 , 0.208079 , 0.405782 , 0.407681 , 0.344991 , 0.339312 , 0.384987 , 0.449291 , 0.328404 , 0.473374 , 0.339537 , 0.314146 
 886 , 0.413881 , 0.520181 , 0.421263 , 0.339685 , 0.379968 , 0.414106 , 0.309585 , 0.436865 , 0.369724 , 0.426161 , 0.484233 , 0.476801 , 0.376073 , 0.566026 , 0.216505 , 0.313256 , 0.370225 , 0.339102 , 0.388301 , 0.433041 , 0.437734 , 0.40104 , 0.415384 , 0.458857 , 0.290794 , 0.384896 , 0.3454 , 0.456066 , 0.463836 , 0.360471 , 0.423318 , 0.311559 , 0.329666 , 0.398392 , 0.416417 , 0.459399 , 0.408933 , 0.330115 , 0.423922 , 0.492055 , 0.434769 , 0.385694 , 0.28377 , 0.489151 , 0.419607 , 0.408217 , 0.398852 , 0.351474 , 0.507176 , 0.329655 , 0.380704 , 0.392871 , 0.496472 , 0.486319 , 0.246697 , 0.388638 , 0.458806 , 0.457743 , 0.365041 , 0.426212 , 0.331823 , 0.383179 , 0.43799 , 0.299862 , 0.350093 , 0.207713 , 0.37456 , 0.418155 , 0.448316 , 0.304729 , 0.295578 , 0.399435 , 0.40194 , 0.449359 , 0.344777 , 0.465104 , 0.281551 , 0.266695 , 0.474275 , 0.426754 , 0.368088 , 0.436354 , 0.436344 , 0.415405 , 0.438746 , 0.385898 , 0.305527 , 0.38141 , 0.297327 , 0.285794 , 0.390887 , 0.407645 , 0.421539 , 0.247147 , 0.272993 , 0.409843 , 0.2167 , 0.284281 , 0.359193 , 0.403075 , 0.439575 , 0.351729 , 0.40241 , 0.417951 , 0.501062 , 0.343294 , 0.383393 , 0.27784 , 0.409598 , 0.284414 , 0.386972 , 0.366646 , 0.278934 , 0.293994 , 0.317305 , 0.450105 , 0.297 , 0.255889 , 0.277001 , 0.298247 , 0.37367 , 0.426058 , 0.357465 , 0.327171 , 0.307009 , 0.393055 , 0.313409 , 0.35861 , 0.392738 , 0.384232 , 0.342732 , 0.441435 , 0.436201 , 0.2345 , 0.390468 , 0.43389 , 0.341372 , 0.322867 , 0.353355 , 0.280099 , 0.374427 , 0.35589 , 0.325484 , 0.432152 , 0.342998 , 0.388055 , 0.345871 , 0.328551 , 0.38326 , 0.208091 , 0.406285 , 0.408217 , 0.345544 , 0.339767 , 0.385499 , 0.44986 , 0.328735 , 0.473968 , 0.339747 , 0.314483 
 887 , 0.414141 , 0.520476 , 0.421448 , 0.340032 , 0.380397 , 0.414541 , 0.309931 , 0.437376 , 0.370031 , 0.426416 , 0.484894 , 0.477166 , 0.376425 , 0.566526 , 0.216661 , 0.313544 , 0.370534 , 0.339355 , 0.388525 , 0.433292 , 0.438105 , 0.401395 , 0.415773 , 0.459206 , 0.291016 , 0.384943 , 0.345656 , 0.456353 , 0.46407 , 0.360815 , 0.423604 , 0.311758 , 0.329985 , 0.398726 , 0.416738 , 0.459729 , 0.409266 , 0.330272 , 0.424065 , 0.492242 , 0.434975 , 0.386041 , 0.283925 , 0.489553 , 0.419868 , 0.408486 , 0.399178 , 0.351937 , 0.507739 , 0.330005 , 0.38093 , 0.393235 , 0.49684 , 0.486577 , 0.246927 , 0.389038 , 0.459226 , 0.458262 , 0.36532 , 0.42658 , 0.332109 , 0.383486 , 0.43829 , 0.299986 , 0.350367 , 0.208071 , 0.374865 , 0.418369 , 0.448891 , 0.30521 , 0.295861 , 0.399814 , 0.402205 , 0.449825 , 0.345102 , 0.465497 , 0.281882 , 0.266919 , 0.47459 , 0.427165 , 0.368615 , 0.436586 , 0.436627 , 0.415722 , 0.438998 , 0.386246 , 0.305836 , 0.381885 , 0.297646 , 0.285967 , 0.391439 , 0.407942 , 0.421931 , 0.247399 , 0.273344 , 0.410272 , 0.216774 , 0.284612 , 0.359563 , 0.403529 , 0.440147 , 0.351999 , 0.402811 , 0.418493 , 0.50152 , 0.34384 , 0.384142 , 0.278219 , 0.410128 , 0.284725 , 0.387755 , 0.367178 , 0.279142 , 0.29427 , 0.317731 , 0.450811 , 0.297277 , 0.256204 , 0.277428 , 0.298508 , 0.374146 , 0.426518 , 0.3579 , 0.327542 , 0.307283 , 0.393348 , 0.313667 , 0.358978 , 0.393112 , 0.384563 , 0.34308 , 0.441964 , 0.43672 , 0.234745 , 0.390896 , 0.43439 , 0.341808 , 0.323273 , 0.353939 , 0.280435 , 0.375121 , 0.356217 , 0.325808 , 0.432768 , 0.343614 , 0.388504 , 0.346282 , 0.328866 , 0.38365 , 0.208235 , 0.406783 , 0.408825 , 0.345913 , 0.34033 , 0.38598 , 0.450493 , 0.329102 , 0.474641 , 0.340053 , 0.314868 
 888 , 0.414523 , 0.520878 , 0.421729 , 0.340406 , 0.380826 , 0.414996 , 0.310327 , 0.437982 , 0.37033 , 0.426777 , 0.485721 , 0.477703 , 0.376796 , 0.56724 , 0.216894 , 0.313863 , 0.370999 , 0.339697 , 0.388875 , 0.433531 , 0.438568 , 0.401859 , 0.416291 , 0.45959 , 0.29133 , 0.384989 , 0.345926 , 0.456722 , 0.464319 , 0.361192 , 0.423929 , 0.312064 , 0.330424 , 0.399155 , 0.417227 , 0.460166 , 0.409671 , 0.330465 , 0.424341 , 0.49265 , 0.435299 , 0.386418 , 0.284216 , 0.490049 , 0.420218 , 0.40888 , 0.399576 , 0.352423 , 0.508399 , 0.330393 , 0.381299 , 0.393666 , 0.497409 , 0.487006 , 0.247178 , 0.389441 , 0.459713 , 0.458809 , 0.365643 , 0.427013 , 0.33246 , 0.383941 , 0.438701 , 0.300181 , 0.350675 , 0.208495 , 0.375224 , 0.418687 , 0.449577 , 0.305753 , 0.296151 , 0.400193 , 0.402506 , 0.450431 , 0.345494 , 0.465974 , 0.282315 , 0.267131 , 0.474979 , 0.427661 , 0.369158 , 0.436913 , 0.436964 , 0.416127 , 0.43939 , 0.386634 , 0.306205 , 0.382409 , 0.297991 , 0.286149 , 0.392082 , 0.408407 , 0.422367 , 0.247805 , 0.27371 , 0.41071 , 0.216935 , 0.284977 , 0.359907 , 0.403976 , 0.440685 , 0.35232 , 0.403267 , 0.419036 , 0.502077 , 0.344446 , 0.385031 , 0.278665 , 0.410761 , 0.285142 , 0.388608 , 0.36774 , 0.279385 , 0.294589 , 0.318232 , 0.451541 , 0.297642 , 0.256564 , 0.277925 , 0.298814 , 0.374689 , 0.426982 , 0.358437 , 0.327988 , 0.307665 , 0.393738 , 0.313956 , 0.359362 , 0.393552 , 0.385072 , 0.343562 , 0.442556 , 0.437345 , 0.235069 , 0.391425 , 0.43499 , 0.342338 , 0.323681 , 0.354613 , 0.280886 , 0.37584 , 0.356586 , 0.326168 , 0.43349 , 0.344271 , 0.388999 , 0.346769 , 0.329211 , 0.384177 , 0.208475 , 0.407358 , 0.409558 , 0.346296 , 0.340982 , 0.386542 , 0.451191 , 0.329591 , 0.475431 , 0.340539 , 0.315354 
 889 , 0.414924 , 0.521326 , 0.422026 , 0.340778 , 0.381258 , 0.415469 , 0.310745 , 0.438606 , 0.370646 , 0.427151 , 0.486599 , 0.478273 , 0.377182 , 0.568012 , 0.217157 , 0.314203 , 0.371501 , 0.340068 , 0.389234 , 0.433779 , 0.43907 , 0.402336 , 0.416838 , 0.459973 , 0.291674 , 0.385045 , 0.346223 , 0.457102 , 0.464574 , 0.361589 , 0.424269 , 0.312371 , 0.330887 , 0.399609 , 0.417754 , 0.460622 , 0.410086 , 0.330671 , 0.42465 , 0.493094 , 0.435663 , 0.386816 , 0.284541 , 0.490583 , 0.420585 , 0.409304 , 0.400021 , 0.352923 , 0.509088 , 0.330795 , 0.38169 , 0.394113 , 0.498024 , 0.487474 , 0.247437 , 0.389852 , 0.460231 , 0.459387 , 0.365984 , 0.42747 , 0.332832 , 0.384438 , 0.439131 , 0.300401 , 0.350988 , 0.208944 , 0.375597 , 0.41902 , 0.450298 , 0.306299 , 0.296459 , 0.400587 , 0.40282 , 0.45107 , 0.345924 , 0.466468 , 0.28276 , 0.267363 , 0.475371 , 0.42818 , 0.36973 , 0.437268 , 0.43732 , 0.41655 , 0.439821 , 0.387021 , 0.306587 , 0.382946 , 0.298364 , 0.286352 , 0.392744 , 0.408893 , 0.422818 , 0.24825 , 0.274084 , 0.411167 , 0.217116 , 0.285364 , 0.360261 , 0.404436 , 0.441231 , 0.352645 , 0.403736 , 0.419597 , 0.502666 , 0.34507 , 0.385961 , 0.279148 , 0.411445 , 0.285591 , 0.389492 , 0.36831 , 0.279652 , 0.294916 , 0.318753 , 0.452305 , 0.298034 , 0.256927 , 0.278458 , 0.299146 , 0.375257 , 0.42746 , 0.359006 , 0.328458 , 0.308069 , 0.394144 , 0.314255 , 0.359757 , 0.39402 , 0.385622 , 0.344072 , 0.443176 , 0.438009 , 0.235395 , 0.391993 , 0.435611 , 0.342888 , 0.324105 , 0.355331 , 0.281361 , 0.376575 , 0.356978 , 0.326544 , 0.434263 , 0.344946 , 0.389522 , 0.347273 , 0.32958 , 0.384737 , 0.208718 , 0.407956 , 0.410344 , 0.346686 , 0.341674 , 0.387135 , 0.451925 , 0.330115 , 0.476256 , 0.341077 , 0.315881 
 890 , 0.415302 , 0.521817 , 0.422366 , 0.341131 , 0.381666 , 0.415942 , 0.311079 , 0.43923 , 0.371049 , 0.427519 , 0.487448 , 0.478897 , 0.377586 , 0.568693 , 0.217503 , 0.314507 , 0.371968 , 0.340367 , 0.389587 , 0.434035 , 0.439519 , 0.402806 , 0.417305 , 0.460267 , 0.292015 , 0.385301 , 0.346512 , 0.457447 , 0.4648 , 0.361992 , 0.424576 , 0.312648 , 0.331351 , 0.400059 , 0.418266 , 0.461083 , 0.410438 , 0.330948 , 0.424989 , 0.493521 , 0.436029 , 0.387108 , 0.284858 , 0.49098 , 0.420858 , 0.409725 , 0.400472 , 0.353483 , 0.509724 , 0.331196 , 0.382141 , 0.394637 , 0.49856 , 0.487965 , 0.247752 , 0.39032 , 0.460721 , 0.459854 , 0.366433 , 0.427942 , 0.333262 , 0.384919 , 0.439623 , 0.30072 , 0.351365 , 0.209417 , 0.375986 , 0.419381 , 0.451014 , 0.306814 , 0.296827 , 0.401071 , 0.40326 , 0.451613 , 0.346284 , 0.466897 , 0.283174 , 0.267642 , 0.475768 , 0.428696 , 0.370295 , 0.437681 , 0.437712 , 0.417016 , 0.440283 , 0.387501 , 0.306958 , 0.383411 , 0.298738 , 0.286572 , 0.393325 , 0.409395 , 0.423305 , 0.248692 , 0.27452 , 0.411625 , 0.21739 , 0.285797 , 0.360701 , 0.404892 , 0.441822 , 0.353069 , 0.404241 , 0.420187 , 0.503239 , 0.345737 , 0.386788 , 0.279694 , 0.412111 , 0.286138 , 0.390248 , 0.368881 , 0.280004 , 0.295361 , 0.31933 , 0.453058 , 0.29849 , 0.257346 , 0.278981 , 0.299533 , 0.375841 , 0.427994 , 0.359576 , 0.328945 , 0.308538 , 0.394637 , 0.314621 , 0.360195 , 0.394565 , 0.386189 , 0.34457 , 0.443722 , 0.438652 , 0.235762 , 0.392582 , 0.436297 , 0.343424 , 0.324535 , 0.355992 , 0.281852 , 0.377215 , 0.357469 , 0.326962 , 0.435079 , 0.345685 , 0.390072 , 0.347741 , 0.329967 , 0.385322 , 0.208973 , 0.408527 , 0.411078 , 0.347193 , 0.342298 , 0.387759 , 0.452614 , 0.330566 , 0.477049 , 0.341565 , 0.316408 
 891 , 0.415643 , 0.522391 , 0.422752 , 0.341484 , 0.382061 , 0.416421 , 0.311321 , 0.439859 , 0.371523 , 0.42787 , 0.488186 , 0.479524 , 0.378082 , 0.569237 , 0.21795 , 0.314864 , 0.372362 , 0.340593 , 0.389946 , 0.434409 , 0.439973 , 0.403323 , 0.417685 , 0.460572 , 0.292379 , 0.385822 , 0.346862 , 0.457837 , 0.465111 , 0.362477 , 0.424876 , 0.312896 , 0.331806 , 0.400515 , 0.418773 , 0.461546 , 0.410804 , 0.331329 , 0.425373 , 0.493854 , 0.43644 , 0.387387 , 0.285219 , 0.491295 , 0.421094 , 0.410152 , 0.400992 , 0.354074 , 0.51033 , 0.331609 , 0.38261 , 0.395262 , 0.499015 , 0.488456 , 0.248145 , 0.390848 , 0.461204 , 0.46022 , 0.366984 , 0.428409 , 0.333744 , 0.385397 , 0.440159 , 0.301145 , 0.351815 , 0.20992 , 0.376403 , 0.419747 , 0.451692 , 0.30729 , 0.297218 , 0.401603 , 0.403841 , 0.452003 , 0.346623 , 0.467245 , 0.283541 , 0.267998 , 0.476125 , 0.429135 , 0.370829 , 0.438149 , 0.438139 , 0.417591 , 0.44076 , 0.38804 , 0.307383 , 0.383781 , 0.299146 , 0.286877 , 0.393832 , 0.409851 , 0.42385 , 0.249108 , 0.275013 , 0.412131 , 0.217733 , 0.286266 , 0.361244 , 0.405396 , 0.44247 , 0.353597 , 0.404774 , 0.420752 , 0.50376 , 0.346406 , 0.38748 , 0.280266 , 0.412752 , 0.286784 , 0.390817 , 0.36945 , 0.280422 , 0.295892 , 0.319952 , 0.453827 , 0.298949 , 0.257781 , 0.279489 , 0.299933 , 0.376403 , 0.428575 , 0.360094 , 0.329392 , 0.30902 , 0.395158 , 0.315082 , 0.360664 , 0.395168 , 0.386693 , 0.345028 , 0.444159 , 0.439217 , 0.236135 , 0.393158 , 0.436999 , 0.343888 , 0.324978 , 0.356571 , 0.282277 , 0.377781 , 0.358073 , 0.327392 , 0.435922 , 0.346478 , 0.39064 , 0.348167 , 0.330397 , 0.385884 , 0.209246 , 0.409053 , 0.411685 , 0.347805 , 0.342831 , 0.388392 , 0.453278 , 0.330873 , 0.477783 , 0.341981 , 0.316875 
 892 , 0.416004 , 0.522992 , 0.423134 , 0.341884 , 0.382483 , 0.416907 , 0.311559 , 0.440528 , 0.372001 , 0.42824 , 0.48891 , 0.48013 , 0.378643 , 0.569745 , 0.218437 , 0.315296 , 0.372769 , 0.340857 , 0.39035 , 0.434882 , 0.440476 , 0.403903 , 0.418101 , 0.460993 , 0.292775 , 0.386427 , 0.34725 , 0.458336 , 0.465487 , 0.363055 , 0.42521 , 0.313168 , 0.332284 , 0.401018 , 0.419284 , 0.462072 , 0.411251 , 0.331755 , 0.425791 , 0.494151 , 0.436916 , 0.387734 , 0.285614 , 0.49166 , 0.421422 , 0.410628 , 0.401589 , 0.35467 , 0.510974 , 0.332025 , 0.383085 , 0.395933 , 0.499475 , 0.488931 , 0.248565 , 0.391377 , 0.461709 , 0.46063 , 0.367549 , 0.428873 , 0.334256 , 0.385887 , 0.440714 , 0.301565 , 0.352262 , 0.210446 , 0.376848 , 0.420104 , 0.45239 , 0.307803 , 0.297591 , 0.402139 , 0.404464 , 0.452348 , 0.34699 , 0.467593 , 0.283912 , 0.268376 , 0.476456 , 0.429537 , 0.371368 , 0.438597 , 0.438566 , 0.418256 , 0.441223 , 0.388575 , 0.307896 , 0.384164 , 0.299614 , 0.287244 , 0.394335 , 0.410265 , 0.424431 , 0.249519 , 0.275548 , 0.412714 , 0.218074 , 0.286735 , 0.36182 , 0.405958 , 0.443143 , 0.354151 , 0.405325 , 0.421318 , 0.504259 , 0.347094 , 0.38816 , 0.28083 , 0.413399 , 0.287451 , 0.391367 , 0.37004 , 0.280851 , 0.296428 , 0.320599 , 0.454642 , 0.299376 , 0.258227 , 0.28 , 0.30032 , 0.376983 , 0.429153 , 0.360606 , 0.329814 , 0.309484 , 0.395642 , 0.315586 , 0.361125 , 0.395777 , 0.387132 , 0.345465 , 0.444606 , 0.439749 , 0.236516 , 0.393743 , 0.437705 , 0.344313 , 0.325466 , 0.35715 , 0.282677 , 0.378384 , 0.358697 , 0.327832 , 0.436771 , 0.347312 , 0.391211 , 0.34862 , 0.330852 , 0.386437 , 0.209543 , 0.40958 , 0.412268 , 0.348433 , 0.343347 , 0.389021 , 0.453977 , 0.331132 , 0.478532 , 0.342372 , 0.317299 
 893 , 0.416366 , 0.523586 , 0.423538 , 0.342294 , 0.382895 , 0.417385 , 0.311796 , 0.441199 , 0.372459 , 0.428621 , 0.489606 , 0.480719 , 0.379216 , 0.570248 , 0.218879 , 0.315705 , 0.373166 , 0.341161 , 0.390754 , 0.435378 , 0.440981 , 0.404464 , 0.418528 , 0.461437 , 0.293169 , 0.386991 , 0.347627 , 0.458838 , 0.465896 , 0.363603 , 0.425534 , 0.313449 , 0.332742 , 0.401481 , 0.419796 , 0.462632 , 0.411709 , 0.332149 , 0.426127 , 0.494419 , 0.437374 , 0.388114 , 0.285966 , 0.49206 , 0.421771 , 0.411117 , 0.402177 , 0.355256 , 0.511622 , 0.33244 , 0.383571 , 0.396596 , 0.499918 , 0.489367 , 0.249013 , 0.391887 , 0.462206 , 0.461032 , 0.368073 , 0.429318 , 0.334748 , 0.386388 , 0.441261 , 0.301984 , 0.352699 , 0.210948 , 0.377314 , 0.420451 , 0.453059 , 0.308335 , 0.297951 , 0.402624 , 0.405057 , 0.452695 , 0.347367 , 0.467954 , 0.284251 , 0.268752 , 0.47679 , 0.429921 , 0.371919 , 0.439026 , 0.438974 , 0.418923 , 0.441698 , 0.389101 , 0.308418 , 0.384559 , 0.300113 , 0.287619 , 0.394849 , 0.410649 , 0.424973 , 0.249949 , 0.276039 , 0.4133 , 0.218411 , 0.287172 , 0.362397 , 0.406502 , 0.443818 , 0.354685 , 0.405878 , 0.421896 , 0.504762 , 0.347772 , 0.388862 , 0.281392 , 0.414038 , 0.288076 , 0.391939 , 0.370588 , 0.281257 , 0.296922 , 0.321224 , 0.45546 , 0.299801 , 0.25868 , 0.280519 , 0.300716 , 0.377563 , 0.429702 , 0.361129 , 0.330216 , 0.309936 , 0.396107 , 0.31611 , 0.361607 , 0.396336 , 0.387573 , 0.345922 , 0.445055 , 0.440294 , 0.236883 , 0.39433 , 0.438382 , 0.344758 , 0.325933 , 0.357741 , 0.283107 , 0.379029 , 0.359289 , 0.328282 , 0.437623 , 0.348115 , 0.391731 , 0.349103 , 0.331297 , 0.386981 , 0.209846 , 0.410161 , 0.412853 , 0.34904 , 0.343885 , 0.389652 , 0.454681 , 0.331401 , 0.479295 , 0.342762 , 0.317732 
