MAT_00009.ref_MAT_DARK.spu,MAT_00008.ref_MAT_DARK.spu,MAT_00007.ref_MAT_DARK.spu,MAT_00006.ref_MAT_DARK.spu,MAT_00005.ref_MAT_DARK.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00040_B4_CT2.spu,MAT_00041_B4_CT2.spu,MAT_00042_B4_CT2.spu,MAT_00043_B4_CT2.spu,MAT_00044_B4_CT2.spu,MAT_00045_B4_CT1.spu,MAT_00046_B4_CT1.spu,MAT_00047_B4_CT1.spu,MAT_00048_B4_CT1.spu,MAT_00049_B4_CT1.spu,MAT_00050_B4_N.spu,MAT_00051_B4_N.spu,MAT_00052_B4_N.spu,MAT_00053_B4_N.spu,MAT_00054_B4_N.spu,MAT_00055_B4_P.spu,MAT_00056_B4_P.spu,MAT_00057_B4_P.spu,MAT_00058_B4_P.spu,MAT_00059_B4_P.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00095_B1_NP.spu,MAT_00096_B1_NP.spu,MAT_00097_B1_NP.spu,MAT_00098_B1_NP.spu,MAT_00099_B1_NP.spu,MAT_00100_B1_N.spu,MAT_00101_B1_N.spu,MAT_00102_B1_N.spu,MAT_00103_B1_N.spu,MAT_00104_B1_N.spu,MAT_00105_B1_P.spu,MAT_00106_B1_P.spu,MAT_00107_B1_P.spu,MAT_00108_B1_P.spu,MAT_00109_B1_P.spu,MAT_00110_B1_CT1.spu,MAT_00111_B1_CT1.spu,MAT_00112_B1_CT1.spu,MAT_00113_B1_CT1.spu,MAT_00114_B1_CT1.spu
 916 , 0.433538 , 0.458252 , 0.454742 , 0.464397 , 0.317451 , 0.406687 , 0.372355 , 0.595227 , 0.290782 , 0.507667 , 0.569748 , 0.593053 , 0.227754 , 0.496883 , 0.584394 , 0.629376 , 0.555394 , 0.793494 , 0.764445 , 0.561041 , 0.212002 , 0.270987 , 0.766813 , 0.320548 , 0.479783 , 0.38909 , 0.454948 , 0.652256 , 0.439744 , 0.446739 , 0.43638 , 0.279937 , 0.349172 , 0.504011 , 0.57157 , 0.519082 , 0.421552 , 0.453382 , 0.581127 , 0.580168 , 0.488624 , 0.358547 , 0.387754 , 0.375282 , 0.46215 , 0.433052 , 0.446484 , 0.17625 , 0.194673 , 0.383589 , 0.38269 , 0.38286 , 0.483973 , 0.56183 , 0.345468 , 0.446532 , 0.547208 , 0.539375 , 0.346039 , 0.47795 , 0.548556 , 0.443873 , 0.529648 , 0.411108 , 0.49098 , 0.405023 , 0.528081 , 0.400846 , 0.309764 , 0.386686 , 0.496215 , 0.483305 , 0.456515 , 0.387426 , 0.360575 , 0.473784 , 0.435214 , 0.429664 , 0.411375 , 0.413962 , 0.397931 , 0.554325 , 0.358487 , 0.309011 , 0.529538 , 0.498704 , 0.292993 , 0.511431 , 0.459005 , 0.377104 , 0.438044 , 0.486317 , 0.512136 , 0.614864 , 0.557531 , 0.378136 , 0.391482 , 0.439877 , 0.516107 , 0.46651 
 917 , 0.433511 , 0.458432 , 0.45473 , 0.464271 , 0.317356 , 0.406612 , 0.372344 , 0.59594 , 0.290711 , 0.508419 , 0.570497 , 0.593633 , 0.227772 , 0.497033 , 0.584529 , 0.629953 , 0.555785 , 0.79385 , 0.764681 , 0.561223 , 0.212161 , 0.271228 , 0.767145 , 0.321325 , 0.479845 , 0.388853 , 0.455215 , 0.652713 , 0.439799 , 0.446888 , 0.436679 , 0.280005 , 0.349499 , 0.504256 , 0.571784 , 0.519259 , 0.421421 , 0.453103 , 0.581179 , 0.58056 , 0.488573 , 0.358639 , 0.387712 , 0.375221 , 0.462292 , 0.432904 , 0.446864 , 0.176425 , 0.194439 , 0.383548 , 0.38305 , 0.382929 , 0.483693 , 0.561709 , 0.345287 , 0.447252 , 0.548028 , 0.539385 , 0.346367 , 0.478425 , 0.548902 , 0.44423 , 0.529905 , 0.411103 , 0.491595 , 0.405592 , 0.528242 , 0.401113 , 0.310145 , 0.38702 , 0.496099 , 0.483268 , 0.457425 , 0.387445 , 0.360521 , 0.473982 , 0.435356 , 0.429809 , 0.411297 , 0.414041 , 0.398248 , 0.554692 , 0.358494 , 0.309344 , 0.529201 , 0.498842 , 0.292726 , 0.51177 , 0.45916 , 0.376932 , 0.43782 , 0.486303 , 0.512389 , 0.615168 , 0.558128 , 0.378256 , 0.391681 , 0.439811 , 0.516395 , 0.466723 
 918 , 0.433698 , 0.458664 , 0.454856 , 0.464423 , 0.31742 , 0.406684 , 0.372503 , 0.596221 , 0.290708 , 0.5092 , 0.571547 , 0.594378 , 0.227901 , 0.497209 , 0.5848 , 0.630499 , 0.556112 , 0.794537 , 0.764989 , 0.561629 , 0.212466 , 0.271539 , 0.767838 , 0.321773 , 0.480282 , 0.388739 , 0.455693 , 0.653185 , 0.43993 , 0.446987 , 0.437481 , 0.280257 , 0.349854 , 0.504702 , 0.57219 , 0.519616 , 0.42127 , 0.453074 , 0.581271 , 0.581199 , 0.488818 , 0.358887 , 0.387769 , 0.375401 , 0.462774 , 0.432874 , 0.447496 , 0.176722 , 0.194436 , 0.383974 , 0.383658 , 0.382979 , 0.483677 , 0.562235 , 0.345089 , 0.447787 , 0.548885 , 0.539598 , 0.34698 , 0.478706 , 0.549455 , 0.444611 , 0.530104 , 0.411534 , 0.492165 , 0.40632 , 0.528419 , 0.401361 , 0.310557 , 0.387138 , 0.496154 , 0.483107 , 0.458312 , 0.387502 , 0.360609 , 0.474365 , 0.435808 , 0.430049 , 0.411291 , 0.414262 , 0.398875 , 0.554912 , 0.358669 , 0.309781 , 0.529085 , 0.498482 , 0.292418 , 0.512462 , 0.45944 , 0.37705 , 0.437918 , 0.486515 , 0.512729 , 0.61573 , 0.558501 , 0.378517 , 0.391867 , 0.439918 , 0.517021 , 0.467345 
 919 , 0.433877 , 0.458887 , 0.454975 , 0.464567 , 0.317478 , 0.406773 , 0.372644 , 0.596492 , 0.290701 , 0.509983 , 0.572621 , 0.595124 , 0.228026 , 0.497376 , 0.585059 , 0.631045 , 0.556441 , 0.795222 , 0.765296 , 0.562036 , 0.212779 , 0.271844 , 0.768529 , 0.322214 , 0.480723 , 0.388631 , 0.456186 , 0.653668 , 0.440054 , 0.447091 , 0.438286 , 0.280503 , 0.350202 , 0.505163 , 0.572597 , 0.519963 , 0.421112 , 0.453049 , 0.581365 , 0.581838 , 0.489079 , 0.35914 , 0.387831 , 0.375587 , 0.463271 , 0.432836 , 0.448132 , 0.177015 , 0.194418 , 0.384404 , 0.384283 , 0.383023 , 0.483654 , 0.562763 , 0.344886 , 0.448338 , 0.549731 , 0.5398 , 0.347586 , 0.478991 , 0.55001 , 0.444995 , 0.530305 , 0.411956 , 0.492749 , 0.407064 , 0.528586 , 0.401614 , 0.310963 , 0.387262 , 0.496225 , 0.482939 , 0.459214 , 0.387565 , 0.360703 , 0.47474 , 0.436263 , 0.430293 , 0.411278 , 0.414488 , 0.399506 , 0.555121 , 0.35885 , 0.310224 , 0.528961 , 0.498126 , 0.292106 , 0.513156 , 0.45971 , 0.377174 , 0.438019 , 0.48673 , 0.513059 , 0.616306 , 0.558887 , 0.378772 , 0.392046 , 0.440018 , 0.517649 , 0.467982 
 920 , 0.43387 , 0.45893 , 0.454972 , 0.464788 , 0.317305 , 0.4068 , 0.372598 , 0.59656 , 0.290676 , 0.510436 , 0.573461 , 0.595617 , 0.228007 , 0.497495 , 0.585213 , 0.631314 , 0.556893 , 0.795696 , 0.765464 , 0.562003 , 0.212971 , 0.271853 , 0.769189 , 0.322121 , 0.480976 , 0.388626 , 0.456112 , 0.654046 , 0.440009 , 0.446994 , 0.438919 , 0.280701 , 0.350405 , 0.50535 , 0.572885 , 0.520472 , 0.421088 , 0.453024 , 0.581634 , 0.582333 , 0.489407 , 0.359277 , 0.388124 , 0.376053 , 0.463783 , 0.433098 , 0.448391 , 0.176918 , 0.194589 , 0.384619 , 0.384399 , 0.382953 , 0.483672 , 0.563449 , 0.345049 , 0.448526 , 0.550226 , 0.539957 , 0.347978 , 0.479677 , 0.550655 , 0.445254 , 0.531158 , 0.412204 , 0.492924 , 0.407523 , 0.528622 , 0.401898 , 0.311288 , 0.387376 , 0.496527 , 0.482888 , 0.459126 , 0.387523 , 0.361262 , 0.475241 , 0.436578 , 0.430488 , 0.411567 , 0.414863 , 0.400084 , 0.555545 , 0.358971 , 0.310431 , 0.529283 , 0.497802 , 0.291779 , 0.513402 , 0.459837 , 0.377279 , 0.438514 , 0.486993 , 0.513536 , 0.616903 , 0.559221 , 0.378896 , 0.39245 , 0.440304 , 0.518156 , 0.468489 
 921 , 0.433741 , 0.458981 , 0.45492 , 0.464827 , 0.31694 , 0.406617 , 0.372479 , 0.596764 , 0.290518 , 0.51073 , 0.573985 , 0.595866 , 0.227879 , 0.497611 , 0.585135 , 0.631616 , 0.557261 , 0.795772 , 0.765523 , 0.561531 , 0.213049 , 0.271677 , 0.769276 , 0.321691 , 0.480751 , 0.388392 , 0.45556 , 0.654076 , 0.439611 , 0.446724 , 0.439143 , 0.280735 , 0.350315 , 0.505131 , 0.57289 , 0.520587 , 0.420918 , 0.45284 , 0.581664 , 0.58207 , 0.489624 , 0.35909 , 0.388207 , 0.376257 , 0.463756 , 0.433126 , 0.448102 , 0.176438 , 0.194565 , 0.384294 , 0.383912 , 0.382509 , 0.483373 , 0.563352 , 0.345147 , 0.448435 , 0.550135 , 0.539909 , 0.347953 , 0.480259 , 0.550861 , 0.445186 , 0.531749 , 0.411786 , 0.492873 , 0.407553 , 0.528328 , 0.402027 , 0.311242 , 0.387395 , 0.496541 , 0.482696 , 0.458477 , 0.387309 , 0.361674 , 0.475447 , 0.436571 , 0.430443 , 0.411786 , 0.415047 , 0.40023 , 0.555612 , 0.358733 , 0.310393 , 0.529399 , 0.497341 , 0.291171 , 0.513093 , 0.459634 , 0.377143 , 0.4387 , 0.486991 , 0.51372 , 0.617058 , 0.559094 , 0.378608 , 0.392625 , 0.440325 , 0.518212 , 0.468433 
 922 , 0.433593 , 0.459054 , 0.454843 , 0.464791 , 0.316518 , 0.406358 , 0.372353 , 0.597047 , 0.290305 , 0.511011 , 0.574442 , 0.596062 , 0.227736 , 0.497751 , 0.585006 , 0.631976 , 0.557599 , 0.795739 , 0.765574 , 0.560948 , 0.213121 , 0.271456 , 0.769194 , 0.321184 , 0.480366 , 0.388075 , 0.454868 , 0.65399 , 0.439096 , 0.446409 , 0.439244 , 0.280727 , 0.350129 , 0.504793 , 0.572817 , 0.520552 , 0.420677 , 0.452578 , 0.581595 , 0.581559 , 0.489797 , 0.358822 , 0.38821 , 0.376342 , 0.463548 , 0.433026 , 0.447678 , 0.17584 , 0.194456 , 0.38379 , 0.383261 , 0.381944 , 0.482952 , 0.562955 , 0.34518 , 0.448281 , 0.54988 , 0.539796 , 0.347815 , 0.480809 , 0.550939 , 0.445018 , 0.532212 , 0.411148 , 0.492777 , 0.407467 , 0.52794 , 0.402123 , 0.311088 , 0.387373 , 0.496409 , 0.482447 , 0.457724 , 0.387029 , 0.361998 , 0.475552 , 0.436474 , 0.430318 , 0.411973 , 0.415174 , 0.400252 , 0.555543 , 0.358378 , 0.310288 , 0.529417 , 0.496803 , 0.290453 , 0.512611 , 0.4593 , 0.376933 , 0.438751 , 0.486891 , 0.513805 , 0.617054 , 0.558818 , 0.378189 , 0.392704 , 0.440229 , 0.518127 , 0.468189 
 923 , 0.433627 , 0.459252 , 0.455044 , 0.464959 , 0.31645 , 0.406315 , 0.372447 , 0.597409 , 0.2904 , 0.511316 , 0.57493 , 0.596447 , 0.227784 , 0.498053 , 0.585183 , 0.632551 , 0.558046 , 0.795771 , 0.765724 , 0.560756 , 0.213298 , 0.271505 , 0.769321 , 0.321158 , 0.480208 , 0.388232 , 0.454707 , 0.654268 , 0.438847 , 0.446577 , 0.439583 , 0.280896 , 0.350156 , 0.504834 , 0.573057 , 0.520994 , 0.421051 , 0.452858 , 0.581899 , 0.581437 , 0.490373 , 0.358935 , 0.388632 , 0.376656 , 0.463698 , 0.433277 , 0.447588 , 0.175771 , 0.19474 , 0.383799 , 0.383 , 0.381776 , 0.48303 , 0.562979 , 0.345273 , 0.448525 , 0.550154 , 0.539988 , 0.348195 , 0.481381 , 0.55164 , 0.445528 , 0.532508 , 0.411098 , 0.493045 , 0.407501 , 0.528037 , 0.402606 , 0.31138 , 0.387783 , 0.496892 , 0.482505 , 0.457654 , 0.38737 , 0.362706 , 0.476111 , 0.436799 , 0.430792 , 0.412459 , 0.415631 , 0.40067 , 0.555948 , 0.358598 , 0.310606 , 0.52991 , 0.496879 , 0.290287 , 0.512752 , 0.45924 , 0.377143 , 0.439271 , 0.487064 , 0.514138 , 0.617552 , 0.559133 , 0.378391 , 0.393028 , 0.440633 , 0.518371 , 0.468306 
 924 , 0.433806 , 0.459419 , 0.455462 , 0.465361 , 0.316772 , 0.4065 , 0.37268 , 0.597752 , 0.290841 , 0.511523 , 0.575358 , 0.59695 , 0.227998 , 0.49843 , 0.585588 , 0.633111 , 0.55855 , 0.795836 , 0.765808 , 0.560967 , 0.213582 , 0.27187 , 0.769752 , 0.321594 , 0.480324 , 0.388802 , 0.455054 , 0.654678 , 0.438793 , 0.447166 , 0.440015 , 0.281094 , 0.350414 , 0.505135 , 0.57336 , 0.521854 , 0.421883 , 0.453426 , 0.582318 , 0.581695 , 0.491012 , 0.359346 , 0.389374 , 0.377134 , 0.464088 , 0.433602 , 0.447649 , 0.176314 , 0.195387 , 0.384221 , 0.383025 , 0.381867 , 0.48325 , 0.563347 , 0.345337 , 0.448871 , 0.550534 , 0.539782 , 0.348849 , 0.481647 , 0.552722 , 0.446504 , 0.532428 , 0.41159 , 0.493328 , 0.407493 , 0.528407 , 0.403319 , 0.312204 , 0.388471 , 0.497781 , 0.482627 , 0.458172 , 0.388153 , 0.363736 , 0.47699 , 0.437445 , 0.431795 , 0.412964 , 0.416285 , 0.401449 , 0.556692 , 0.359333 , 0.311199 , 0.530697 , 0.497399 , 0.290752 , 0.513342 , 0.459241 , 0.377528 , 0.440142 , 0.487258 , 0.514436 , 0.618365 , 0.56 , 0.379119 , 0.393522 , 0.441465 , 0.518623 , 0.468593 
 925 , 0.43388 , 0.459322 , 0.455795 , 0.465801 , 0.317107 , 0.406635 , 0.372797 , 0.597986 , 0.291319 , 0.511511 , 0.575635 , 0.597359 , 0.228128 , 0.498643 , 0.585858 , 0.633332 , 0.559036 , 0.795789 , 0.76558 , 0.561119 , 0.213828 , 0.272215 , 0.77018 , 0.321963 , 0.48042 , 0.389269 , 0.455246 , 0.654672 , 0.438544 , 0.447553 , 0.44018 , 0.281083 , 0.350677 , 0.505173 , 0.573271 , 0.522514 , 0.422366 , 0.453546 , 0.582268 , 0.581808 , 0.491142 , 0.359507 , 0.389895 , 0.377487 , 0.464281 , 0.433496 , 0.447336 , 0.176859 , 0.195963 , 0.384387 , 0.382803 , 0.381704 , 0.482887 , 0.563444 , 0.34522 , 0.448742 , 0.550244 , 0.538513 , 0.349105 , 0.481443 , 0.553387 , 0.447119 , 0.532047 , 0.411875 , 0.493071 , 0.407236 , 0.528366 , 0.403709 , 0.313081 , 0.388898 , 0.498298 , 0.482312 , 0.458402 , 0.388617 , 0.364657 , 0.477609 , 0.437816 , 0.432627 , 0.413063 , 0.416679 , 0.402073 , 0.557183 , 0.359903 , 0.311522 , 0.531139 , 0.497595 , 0.291179 , 0.513581 , 0.458888 , 0.377525 , 0.440793 , 0.487027 , 0.514297 , 0.618892 , 0.56071 , 0.379608 , 0.393831 , 0.442097 , 0.518399 , 0.468549 
 926 , 0.43405 , 0.459302 , 0.45621 , 0.466336 , 0.317556 , 0.406865 , 0.373007 , 0.598291 , 0.291905 , 0.511597 , 0.575899 , 0.597853 , 0.228427 , 0.498945 , 0.586193 , 0.633592 , 0.559627 , 0.795887 , 0.765404 , 0.561418 , 0.214139 , 0.272682 , 0.770725 , 0.322606 , 0.480663 , 0.389885 , 0.455501 , 0.654695 , 0.438469 , 0.448119 , 0.440466 , 0.281198 , 0.351131 , 0.505451 , 0.573399 , 0.523282 , 0.423047 , 0.453904 , 0.582392 , 0.582109 , 0.491356 , 0.35984 , 0.390503 , 0.377929 , 0.464597 , 0.433522 , 0.447256 , 0.177575 , 0.196656 , 0.384654 , 0.38267 , 0.381807 , 0.482634 , 0.563711 , 0.345256 , 0.448776 , 0.550003 , 0.53739 , 0.349572 , 0.481436 , 0.554229 , 0.447861 , 0.531772 , 0.412418 , 0.492967 , 0.407355 , 0.528448 , 0.404186 , 0.314129 , 0.389473 , 0.499061 , 0.482157 , 0.458851 , 0.389292 , 0.365664 , 0.478344 , 0.438366 , 0.43356 , 0.41332 , 0.417288 , 0.402807 , 0.557875 , 0.360613 , 0.311939 , 0.531798 , 0.497914 , 0.291879 , 0.513774 , 0.458645 , 0.377645 , 0.441626 , 0.486873 , 0.514315 , 0.619497 , 0.561572 , 0.380274 , 0.394304 , 0.442914 , 0.518309 , 0.468707 
 927 , 0.434636 , 0.459691 , 0.456803 , 0.467154 , 0.318368 , 0.407405 , 0.373687 , 0.598864 , 0.292799 , 0.512108 , 0.576024 , 0.598547 , 0.22945 , 0.499567 , 0.586719 , 0.633875 , 0.560517 , 0.796679 , 0.765531 , 0.562363 , 0.214667 , 0.273625 , 0.771492 , 0.324394 , 0.481581 , 0.391106 , 0.455985 , 0.654802 , 0.439409 , 0.449445 , 0.441374 , 0.282025 , 0.352377 , 0.506939 , 0.5746 , 0.524253 , 0.42439 , 0.455313 , 0.58329 , 0.583277 , 0.491959 , 0.360882 , 0.391238 , 0.378618 , 0.46544 , 0.434253 , 0.448324 , 0.178852 , 0.197696 , 0.385304 , 0.383089 , 0.383313 , 0.483176 , 0.564631 , 0.345928 , 0.449576 , 0.550165 , 0.537651 , 0.351005 , 0.482451 , 0.555651 , 0.448983 , 0.532152 , 0.414144 , 0.493686 , 0.409462 , 0.529185 , 0.404847 , 0.315599 , 0.390487 , 0.500873 , 0.48282 , 0.460258 , 0.390763 , 0.366684 , 0.479431 , 0.439541 , 0.434636 , 0.414341 , 0.418733 , 0.403818 , 0.559185 , 0.361779 , 0.312658 , 0.533246 , 0.498737 , 0.293696 , 0.513598 , 0.459163 , 0.37846 , 0.442983 , 0.487198 , 0.515101 , 0.620213 , 0.562745 , 0.381585 , 0.395458 , 0.444275 , 0.518886 , 0.469831 
 928 , 0.435054 , 0.460418 , 0.457417 , 0.467899 , 0.319063 , 0.407956 , 0.374391 , 0.599293 , 0.293712 , 0.512919 , 0.576316 , 0.599346 , 0.230636 , 0.500171 , 0.587424 , 0.634405 , 0.56146 , 0.797603 , 0.765732 , 0.563487 , 0.215247 , 0.274616 , 0.771906 , 0.326437 , 0.482435 , 0.392567 , 0.456417 , 0.654955 , 0.440508 , 0.451003 , 0.442468 , 0.283097 , 0.353628 , 0.508545 , 0.575902 , 0.525161 , 0.425893 , 0.456924 , 0.583957 , 0.584144 , 0.492716 , 0.362056 , 0.392141 , 0.379232 , 0.466072 , 0.435187 , 0.44951 , 0.180295 , 0.198964 , 0.385886 , 0.383593 , 0.384873 , 0.484222 , 0.565554 , 0.346334 , 0.450376 , 0.550859 , 0.538683 , 0.352975 , 0.483568 , 0.557366 , 0.450323 , 0.532029 , 0.416291 , 0.494423 , 0.411624 , 0.529869 , 0.405343 , 0.316862 , 0.391381 , 0.502878 , 0.483315 , 0.461711 , 0.392261 , 0.367697 , 0.480848 , 0.440601 , 0.435814 , 0.415624 , 0.420438 , 0.404809 , 0.560593 , 0.363176 , 0.313542 , 0.534763 , 0.499557 , 0.295459 , 0.513426 , 0.459524 , 0.379779 , 0.444469 , 0.487355 , 0.51584 , 0.620949 , 0.563581 , 0.383153 , 0.396635 , 0.445562 , 0.519467 , 0.470926 
 929 , 0.43556 , 0.461307 , 0.458171 , 0.468808 , 0.319909 , 0.408637 , 0.375254 , 0.599839 , 0.294824 , 0.513909 , 0.576688 , 0.60034 , 0.232086 , 0.50092 , 0.588297 , 0.635061 , 0.562605 , 0.798732 , 0.765984 , 0.564862 , 0.215949 , 0.275822 , 0.772431 , 0.32891 , 0.483472 , 0.394338 , 0.456982 , 0.655158 , 0.441858 , 0.452914 , 0.443831 , 0.284418 , 0.355144 , 0.510503 , 0.577512 , 0.526289 , 0.427735 , 0.458901 , 0.584824 , 0.585243 , 0.493663 , 0.363523 , 0.393243 , 0.380025 , 0.466875 , 0.436344 , 0.450995 , 0.182039 , 0.200514 , 0.386621 , 0.384242 , 0.386797 , 0.485513 , 0.5667 , 0.346859 , 0.4514 , 0.551752 , 0.539993 , 0.35536 , 0.484959 , 0.559483 , 0.451981 , 0.531938 , 0.418896 , 0.495339 , 0.414273 , 0.530749 , 0.405988 , 0.318422 , 0.392487 , 0.50534 , 0.483945 , 0.463523 , 0.394095 , 0.368956 , 0.48258 , 0.441926 , 0.437263 , 0.417206 , 0.422531 , 0.406042 , 0.562321 , 0.364902 , 0.314638 , 0.536642 , 0.500583 , 0.297595 , 0.51326 , 0.459996 , 0.38139 , 0.446278 , 0.487608 , 0.516774 , 0.621897 , 0.564645 , 0.38508 , 0.398095 , 0.447156 , 0.520207 , 0.472281 
 930 , 0.435456 , 0.461501 , 0.458216 , 0.469307 , 0.320521 , 0.408886 , 0.375532 , 0.599303 , 0.295445 , 0.513644 , 0.576112 , 0.599922 , 0.232964 , 0.501194 , 0.588616 , 0.63434 , 0.562827 , 0.798443 , 0.765264 , 0.56564 , 0.216234 , 0.276682 , 0.771469 , 0.328974 , 0.483359 , 0.394632 , 0.456507 , 0.654085 , 0.442132 , 0.453438 , 0.443855 , 0.284691 , 0.355611 , 0.510562 , 0.577983 , 0.52592 , 0.428201 , 0.459697 , 0.584174 , 0.584995 , 0.493872 , 0.363849 , 0.393905 , 0.380149 , 0.466965 , 0.435967 , 0.45115 , 0.182772 , 0.201522 , 0.386623 , 0.383837 , 0.386704 , 0.486294 , 0.565963 , 0.347172 , 0.451123 , 0.550928 , 0.54016 , 0.356352 , 0.485473 , 0.559879 , 0.452819 , 0.531398 , 0.419479 , 0.495608 , 0.414673 , 0.530362 , 0.405252 , 0.318462 , 0.392182 , 0.506268 , 0.48515 , 0.463573 , 0.394443 , 0.369542 , 0.483144 , 0.44263 , 0.438026 , 0.417958 , 0.423517 , 0.406746 , 0.562585 , 0.36607 , 0.315299 , 0.537253 , 0.501167 , 0.298151 , 0.512971 , 0.458647 , 0.382222 , 0.446654 , 0.487384 , 0.516444 , 0.622279 , 0.564119 , 0.385842 , 0.398777 , 0.447596 , 0.520078 , 0.47243 
 931 , 0.435506 , 0.461354 , 0.458245 , 0.470002 , 0.321389 , 0.409115 , 0.375936 , 0.598848 , 0.296125 , 0.513091 , 0.57486 , 0.599133 , 0.233935 , 0.501457 , 0.588938 , 0.633195 , 0.562859 , 0.797976 , 0.764254 , 0.566389 , 0.216436 , 0.277812 , 0.770689 , 0.329182 , 0.48336 , 0.395146 , 0.456141 , 0.653436 , 0.442905 , 0.454417 , 0.44414 , 0.284993 , 0.356211 , 0.510715 , 0.57858 , 0.525988 , 0.429261 , 0.461056 , 0.584037 , 0.584988 , 0.494397 , 0.364411 , 0.394861 , 0.38043 , 0.467789 , 0.436144 , 0.451621 , 0.183488 , 0.20263 , 0.387326 , 0.383892 , 0.387191 , 0.487392 , 0.56552 , 0.348201 , 0.451783 , 0.550193 , 0.54084 , 0.357731 , 0.486293 , 0.560429 , 0.453874 , 0.531554 , 0.419989 , 0.496502 , 0.415224 , 0.530115 , 0.404866 , 0.318688 , 0.392051 , 0.507729 , 0.487365 , 0.464029 , 0.395282 , 0.370452 , 0.483347 , 0.443923 , 0.439049 , 0.419148 , 0.424496 , 0.408083 , 0.563076 , 0.367519 , 0.316271 , 0.53826 , 0.502529 , 0.299071 , 0.512738 , 0.457607 , 0.382969 , 0.447371 , 0.487908 , 0.516729 , 0.623054 , 0.564434 , 0.38677 , 0.399667 , 0.448322 , 0.520245 , 0.473165 
 932 , 0.435669 , 0.461127 , 0.458318 , 0.470916 , 0.322518 , 0.409425 , 0.376491 , 0.598401 , 0.296977 , 0.512429 , 0.573287 , 0.598208 , 0.235128 , 0.501813 , 0.589355 , 0.631831 , 0.562919 , 0.797468 , 0.76306 , 0.567325 , 0.216678 , 0.279243 , 0.769903 , 0.329581 , 0.483473 , 0.395905 , 0.45584 , 0.652897 , 0.444026 , 0.455785 , 0.444646 , 0.285425 , 0.357063 , 0.511052 , 0.579414 , 0.526308 , 0.430794 , 0.462931 , 0.584164 , 0.585196 , 0.495218 , 0.365228 , 0.396152 , 0.380883 , 0.469044 , 0.436605 , 0.45237 , 0.184404 , 0.204038 , 0.388401 , 0.38416 , 0.388043 , 0.488857 , 0.565232 , 0.349656 , 0.452935 , 0.549522 , 0.541908 , 0.359555 , 0.487466 , 0.561266 , 0.455275 , 0.532036 , 0.420702 , 0.49782 , 0.416076 , 0.529998 , 0.40462 , 0.319117 , 0.392077 , 0.509717 , 0.490303 , 0.464831 , 0.396497 , 0.371699 , 0.483611 , 0.445692 , 0.440446 , 0.420757 , 0.425755 , 0.409894 , 0.563855 , 0.3694 , 0.317561 , 0.539677 , 0.504443 , 0.300364 , 0.512553 , 0.456611 , 0.383926 , 0.448418 , 0.488802 , 0.517372 , 0.624203 , 0.565163 , 0.388029 , 0.400848 , 0.449382 , 0.520635 , 0.474304 
